,id,text,lemmas,pos
1264,408920283941466112,многократный чемпион по самбо стукнул тростью об асфальт в петербурге улыбнуло,многократный чемпион по самбо стукнуть трость о асфальт в петербург улыбнуть,ADJF NOUN PREP NOUN VERB NOUN PREP NOUN PREP NOUN VERB
1265,408920284389838848,о боженьки это лучший день в моей жизни не может быть меня читает китнисс,о боженька это хороший день в мой жизнь не мочь быть я читать китнисса,PREP NOUN PRCL ADJF NOUN PREP ADJF NOUN PRCL VERB INFN NPRO VERB NOUN
1266,408920284612558848,как не крути а жопа всегда сзади,как не крутить а жопа всегда сзади,CONJ PRCL VERB CONJ NOUN ADVB ADVB
1267,408920286181216256,хорошо что есть праздники хоть на какое то время можно забыть про работу,хорошо что есть праздник хоть на какой то время можно забыть про работа,ADVB CONJ INFN NOUN PRCL PREP ADJF CONJ NOUN PRED INFN PREP NOUN
1268,408920286956765185,бумажный скотч спасет мир мне не чем было зафиксировать бинт вокруг пальца и тут пришел он бумажный скотч,бумажный скотч спасти мир я не чем быть зафиксировать бинт вокруг палец и тут прийти он бумажный скотч,ADJF NOUN VERB NOUN NPRO PRCL CONJ VERB INFN NOUN PREP NOUN CONJ ADVB VERB NPRO ADJF NOUN
1269,408920329474416640,тоже так думаю нельзя же все время быть сурьезной,тоже так думать нельзя же всё время быть сурьезной,PRCL CONJ VERB PRED PRCL PRCL NOUN INFN NOUN
1270,408920330603081728,надо было скользить на пузе ты ж тюлень или где ничего все пройдет с,надо быть скользить на пузо ты ж тюлень или где ничто всё пройти с,PRED VERB INFN PREP NOUN NPRO PRCL NOUN CONJ ADVB NPRO PRCL VERB PREP
1271,408920331315732480,мои хорошие соскучилась уже,мой хороший соскучиться уже,ADJF ADJF VERB ADVB
1272,408920383837175808,какой будет эта зима чудесной я думаю что в эту зиму произойдет много хорошего,какой быть этот зима чудесный я думать что в этот зима произойти много хороший,ADJF VERB ADJF NOUN ADJF NPRO VERB CONJ PREP ADJF NOUN VERB ADVB ADJF
1273,408920388094021632,вспоминаю это фото каждый раз когда мама говорит что я взрослая,вспоминать это фото каждый раз когда мама говорить что я взрослый,VERB PRCL NOUN ADJF ADVB CONJ NOUN VERB CONJ NPRO ADJF
1274,408920388727767040,с самого утра хихоньки хахоньки обожаю пятницу она как всегда веселая,с самый утро хихоньки хахоньки обожать пятница она как всегда весёлый,PREP ADJF NOUN NOUN NOUN VERB NOUN NPRO CONJ ADVB ADJF
1275,408920437972692992,у меня есть именная сига а у вас нет,у я есть именной сиг а у вы нет,PREP NPRO INFN ADJF NOUN CONJ PREP NPRO PRED
1276,408920441961848832,еще побываешь думаю что мест красивых полно а вот люди,ещё побывать думать что место красивый полно а вот человек,PRCL VERB VERB CONJ NOUN ADJF ADVB CONJ PRCL NOUN
1277,408920442263445505,вам еще нужна бета у уж очень люблю это дело,вы ещё нужный бета у уж очень любить это дело,NPRO PRCL ADJS NOUN PREP ADVB ADVB VERB PRCL NOUN
1278,408920486908030976,а вообще я сперва тебе раскадровку должна,а вообще я сперва ты раскадровка должный,CONJ ADVB NPRO ADVB NPRO NOUN ADJS
1279,408920487633620992,за полгода сгорела мать бп монитор может у меня правда комп не по фэн шую расположен,за полгода сгореть мать бп монитор мочь у я правда комп не по фэн шуя расположить,PREP NOUN VERB NOUN None NOUN VERB PREP NPRO PRCL NOUN PRCL PREP None NOUN PRTS
1280,408920488581541888,знаете что такое справедливость это когда приходишь на две пары а у тебя потом нет последних двух,знать что такой справедливость это когда приходить на два пара а у ты потом нет последний два,VERB CONJ ADJF NOUN PRCL CONJ VERB PREP NUMR NOUN CONJ PREP NPRO ADVB PRED ADJF NUMR
1281,408920528758775808,зате м й миколайко при де вже завтра вноч чекаю чекаю чекаю,зата м й миколайко при де вже завтра вночий чекать чекать чекать,NOUN NOUN None NOUN PREP PRCL None ADVB ADJS VERB VERB VERB
1282,408920529517944832,собрав все мысли в кучу стало ясно кто ты мнение поменялось и слава богу,собрать всё мысль в куча стать ясно кто ты мнение поменяться и слава бог,GRND PRCL NOUN PREP NOUN VERB ADVB NPRO NPRO NOUN VERB CONJ NOUN NOUN
1283,408920530306498560,вообще у меня мало звезд которых я раскручиваю на двух пальцах можно пересчитать,вообще у я мало звезда который я раскручивать на два палец можно пересчитать,ADVB PREP NPRO NUMR NOUN ADJF NPRO VERB PREP NUMR NOUN PRED INFN
1284,408920575289995264,меня можно задобрить творожной запеканкой политой сгущеным молоком,я можно задобрить творожный запеканка полить сгущёный молоко,NPRO PRED INFN ADJF NOUN PRTF ADJF NOUN
1285,408920576200544257,щас все таки сдохну но надо победить простуду привезенную из россии,сейчас всё таки сдохнуть но надо победить простуда привезти из россия,ADVB PRCL PRCL VERB CONJ PRED INFN NOUN PRTF PREP NOUN
1286,408920576485363712,ураа нашел цепочку все отлично ухьюстонавсеотлично,ураа найти цепочка всё отлично ухьюстонавсеотличный,NOUN VERB NOUN PRCL ADVB ADJS
1287,408920616830377984,хотя мы пока и не знаю где будем отмечать нг но но как же без платья,хотя мы пока и не знать где быть отмечать нг но но как же без платье,CONJ NPRO ADVB CONJ PRCL VERB ADVB VERB INFN NOUN CONJ CONJ CONJ PRCL PREP NOUN
1288,408920616944041984,влюбленная парочка ходит в одинаковых шапках так мило,влюбить парочка ходить в одинаковый шапка так мило,PRTF NOUN VERB PREP ADJF NOUN CONJ ADVB
1289,408920617816440832,тем контроль по менеджменту как я блять его люблю,тем контроль по менеджмент как я блядь он любить,CONJ NOUN PREP NOUN CONJ NPRO INTJ NPRO VERB
1290,408920618919153664,мне нравится чувствовать как он смотрит на меня когда я смотрю куда то в сторону,я нравиться чувствовать как он смотреть на я когда я смотреть куда то в сторона,NPRO VERB INFN CONJ NPRO VERB PREP NPRO CONJ NPRO VERB PRCL CONJ PREP NOUN
1291,408920620370362368,отпускает каждого третьего киберпреступника,отпускать каждый третий киберпреступник,VERB ADJF ADJF NOUN
1292,408920621129940992,вы видели у нашего клипа пока мы молоды уже почти просмотров герои покамымолоды,вы видеть у наш клип пока мы молодой уже почти просмотр герой покамымолод,NPRO VERB PREP ADJF NOUN ADVB NPRO ADJS ADVB ADVB NOUN NOUN NOUN
1293,408920621482258432,еще одна флешка на шею теперь у меня с собой будет флешки,ещё один флешек на шея теперь у я с себя быть флешек,PRCL ADJF NOUN PREP NOUN ADVB PREP NPRO PREP NPRO VERB NOUN
1294,408920658044010496,послушать не дам это даже я до конца дослушать не могу так что я лучше спою как нить вживую,послушать не дать это даже я до конец дослушать не мочь так что я хороший спеть как нить вживую,INFN PRCL VERB PRCL PRCL NPRO PREP NOUN INFN PRCL VERB CONJ CONJ NPRO COMP VERB CONJ NOUN ADVB
1295,408920658194997248,соколовскийяхочутебя познакомить с найлом,соколовскийяхочутести познакомить с найл,GRND INFN PREP NOUN
1296,408920658312454144,в всем офисом займемся его украшением в мишуру и дождик и елку поставим а еще нам в это время будут наконец модернизировать компы,в весь офис заняться он украшение в мишура и дождик и ёлка поставить а ещё мы в это время быть наконец модернизировать комп,PREP ADJF NOUN VERB NPRO NOUN PREP NOUN CONJ NOUN CONJ NOUN VERB CONJ PRCL NPRO PREP PRCL NOUN VERB ADVB INFN NOUN
1297,408920659512012800,ключики раздали но это еще не все часа через полтора начнем новую игру готовьтесь всем,ключик раздать но это ещё не всё час через полтора начать новый игра готовиться весь,NOUN VERB CONJ PRCL PRCL PRCL PRCL NOUN PREP NUMR VERB ADJF NOUN VERB ADJF
1298,408920659755286528,ксю ди нана бублик идем на ледовое шоу хахахахахах,ксю ди нана бублик идти на ледовый шоу хахахахах,None PRCL NOUN NOUN VERB PREP ADJF NOUN NOUN
1299,408920660124401664,пришли заключать договор по домафону а я поговорила с ними и ушла дальше смотреть телек вот так вот,прислать заключать договор по домафон а я поговорить с они и уйти далёкий смотреть телек вот так вот,VERB INFN NOUN PREP NOUN CONJ NPRO VERB PREP NPRO CONJ VERB COMP INFN NOUN PRCL CONJ PRCL
1300,408920699919929344,да ладно мы крассвчики а вы молодцы,да ладный мы крассвчик а вы молодец,PRCL ADJS NPRO NOUN CONJ NPRO NOUN
1301,408920702842978304,у всех есть твиттер и у лизы теперь будет твиттер правда пока не понятно зачем,у весь есть твиттер и у лиза теперь быть твиттер правда пока не понятно зачем,PREP ADJF INFN NOUN CONJ PREP NOUN ADVB VERB NOUN PRCL ADVB PRCL ADVB ADVB
1302,408920703292166145,ооо началась война цен на устройства радует,ооо начаться война цена на устройство радовать,NOUN VERB NOUN NOUN PREP NOUN VERB
1303,408920703983833090,покорми уже своего кота мансаной а то линять скоро начнет,покормить уже свой кот мансана а то линять скоро начать,VERB ADVB ADJF NOUN NOUN CONJ CONJ INFN ADVB VERB
1304,408920704852459520,мне за эту сессию нужно сдать только экзамен аеееее самая ахуенная новость я очень рад,я за этот сессия нужно сдать только экзамен аеееий самый ахуенный новость я очень рад,NPRO PREP ADJF NOUN PRED INFN ADVB NOUN ADJF ADJF ADJF NOUN NPRO ADVB ADJS
1305,408920750595510273,отлииииично позанималась и попарилась все силы и свой негатив оставила в зале,отлииииичный позаниматься и попариться всё сила и свой негатив оставить в зал,ADJS VERB CONJ VERB PRCL NOUN CONJ ADJF NOUN VERB PREP NOUN
1306,408920752033775616,он точно не кузнечик,он точно не кузнечик,NPRO ADVB PRCL NOUN
1307,408920752776175617,в финансах за любой кипишь кроме голодухи,в финансы за любой кипеть кроме голодуха,PREP NOUN PREP ADJF VERB PREP NOUN
1308,408920752901980160,причем там всего французов одна глава комиссии а со второй будет работать комитет куда я попала не ну я счастлива,причём там всего француз один глава комиссия а с второй быть работать комитет куда я попасть не ну я счастливый,CONJ ADVB ADVB NOUN ADJF NOUN NOUN CONJ PREP ADJF VERB INFN NOUN PRCL NPRO VERB PRCL PRCL NPRO ADJS
1309,408920812977025024,а вы лайкнули нашу страницу,а вы лайкнуть наш страница,CONJ NPRO VERB ADJF NOUN
1310,408920814118260736,господа думаю нам с вами обязательно нужно его посмотреть,господин думать мы с вы обязательно нужно он посмотреть,NOUN VERB NPRO PREP NPRO ADVB PRED NPRO INFN
1311,408920814138847232,не важно сколько дней в твоей жизни важно сколько жизни в твоих днях,не важно сколько день в твой жизнь важно сколько жизнь в твой день,PRCL ADVB CONJ NOUN PREP ADJF NOUN ADVB CONJ NOUN PREP ADJF NOUN
1312,408920814382505984,я тоже злая когда голодна и сразу все раздражать начинает,я тоже злой когда голодный и сразу всё раздражать начинать,NPRO PRCL ADJF CONJ ADJS CONJ ADVB PRCL INFN VERB
1313,408920815514943489,очень красивая пицца была диетическая без колбасы,очень красивый пицца быть диетический без колбаса,ADVB ADJF NOUN VERB ADJF PREP NOUN
1314,408920855763517440,прислать буду показывать особо буйным клиентам,прислать быть показывать особо буйный клиент,INFN VERB INFN ADVB ADJF NOUN
1315,408920856010555392,хочу побыть задротом ааха а то вк надоело,хотеть побыть задрот аах а то вк надоесть,VERB INFN NOUN NOUN CONJ CONJ None VERB
1316,408920856060903425,нехуй мне указывать я останавливаюсь тогда когда сам этого хочу умирают люди а черножопые пидорасы подыхают,нехуй я указывать я останавливаться тогда когда сам это хотеть умирать человек а черножопый пидорас подыхать,NOUN NPRO INFN NPRO VERB ADVB CONJ ADJF NPRO VERB VERB NOUN CONJ ADJF NOUN VERB
1317,408920858611023872,шоколадке нужно привести какую нибудь хрень только вопрос какую,шоколадка нужно привести какой нибыть хрень только вопрос какой,NOUN PRED INFN ADJF VERB NOUN ADVB NOUN ADJF
1318,408920858896248832,работа которую я всем сердцем прокляла,работа который я весь сердце проклясть,NOUN ADJF NPRO ADJF NOUN VERB
1319,408920903532027904,вах вах какой смайлик слишкомупорот,ваха ваха какой смайлик слишкомупороть,NOUN NOUN ADJF NOUN PRTS
1320,408920903981228032,как стрелец стрельцу желаю больше халявы ю ноу,как стрелец стрелец желать большой халява ю ноу,CONJ NOUN NOUN VERB COMP NOUN None None
1321,408920904308379648,да какой из меня квэньщик я ж шучу,да какой из я квэньщик я ж шутить,PRCL ADJF PREP NPRO NOUN NPRO PRCL VERB
1322,408920905587638272,да тут всякие разные что с ними в жизни случалось,да тут всякий разный что с они в жизнь случаться,PRCL ADVB ADJF ADJF CONJ PREP NPRO PREP NOUN VERB
1323,408920906749448192,с этим подарком вы точно не прогадаете,с это подарок вы точно не прогадать,PREP NPRO NOUN NPRO ADVB PRCL VERB
1324,408920944485625856,тото тебе пердак каждый раз подрывает бездушный ты наш,тоть ты пердак каждый раз подрывать бездушный ты наш,PRTS NPRO NOUN ADJF ADVB VERB ADJF NPRO ADJF
1325,408920944707510272,щас все пропылесошу помою что бы завтра меньше было делать и подольше погулять,сейчас всё пропылесосить помыть что бы завтра маленький быть делать и долгий погулять,ADVB PRCL VERB VERB CONJ PRCL ADVB COMP VERB INFN CONJ COMP INFN
1326,408920945899085824,снова значит удалять не желает снова нэт окей,снова значит удалять не желать снова нэт окей,ADVB CONJ INFN PRCL VERB ADVB None PRCL
1327,408920947618750464,воть и зима пришла,воть и зима прийти,INFN CONJ NOUN VERB
1328,408920948130058240,почему то на рипите наверно настраиваюсь на вечер,почему то на рипит наверно настраиваться на вечер,ADVB CONJ PREP NOUN CONJ VERB PREP NOUN
1329,408920988525805568,я теперь немного звизда меня читают стояк и точка еще одно достижение в этой никчемной жизни,я теперь немного звизд я читать стояк и точка ещё один достижение в этот никчёмный жизнь,NPRO ADVB ADVB NOUN NPRO VERB NOUN CONJ NOUN PRCL ADJF NOUN PREP ADJF ADJF NOUN
1330,408920989180116992,подтверждение с пришло,подтверждение с прийти,NOUN PREP VERB
1331,408920989305958400,стиральная машина сошла с ума и выплевывает воду через ту штуку в которую порошочек насыпают,стиральный машина сойти с ум и выплёвывать вода через тот штука в который порошочек насыпать,ADJF NOUN VERB PREP NOUN CONJ VERB NOUN PREP ADJF NOUN PREP ADJF NOUN VERB
1332,408920990492549120,если бы в ввп был бы хоть от нельсона то роиссия была бы другой,если бы в ввп быть бы хоть от нельсон то роиссия быть бы другой,CONJ PRCL PREP NOUN VERB PRCL PRCL PREP NOUN CONJ NOUN VERB PRCL ADJF
1333,408920990832656384,у меня по англ за правила и она не орала на меня за джинсы,у я по англ за правило и она не орало на я за джинсы,PREP NPRO PREP ADJF PREP NOUN CONJ NPRO PRCL NOUN PREP NPRO PREP NOUN
1334,408921053726265344,если в статусбаре вашего айфона светится просто не огорчайтесь просто туда не влезло,если в статусбар ваш айфон светиться просто не огорчаться просто туда не влезть,CONJ PREP NOUN ADJF NOUN VERB PRCL PRCL VERB PRCL ADVB PRCL VERB
1335,408921053860462592,будь оптимистичнее а если вернуться в реальность то я тоже просто глупый поэтому мы просто не избран,быть оптимистичный а если вернуться в реальность то я тоже просто глупый поэтому мы просто не избрать,VERB COMP CONJ CONJ INFN PREP NOUN CONJ NPRO PRCL PRCL ADJF ADVB NPRO PRCL PRCL PRTS
1336,408921102795038720,а я жду своего дня рождения декабря когда исполнится сразу почти все ограничения официально снимутся,а я ждать свой день рождение декабрь когда исполниться сразу почти всё ограничение официально сняться,CONJ NPRO VERB ADJF NOUN NOUN NOUN CONJ VERB ADVB ADVB PRCL NOUN ADVB VERB
1337,408921106838716416,на биологии фоткались стебали новенького весело было,на биология фоткаться стебать новенький весело быть,PREP NOUN VERB VERB ADJF ADVB VERB
1338,408921147422408706,х мама говорила что черные шторы это ужасно теперь же когда их повесили ходит и восхищенно на них смотрит х,х мама говорить что чёрный штора это ужасно теперь же когда они повесить ходить и восхищённо на они смотреть х,None NOUN VERB CONJ ADJF NOUN PRCL ADVB ADVB PRCL CONJ NPRO VERB VERB CONJ ADVB PREP NPRO VERB None
1339,408921148198780928,первый день зимы начинаю верить в чудо и жду святого николая,первый день зима начинать верить в чудо и ждать святой николай,ADJF NOUN NOUN VERB INFN PREP NOUN CONJ VERB ADJF NOUN
1340,408921149503188992,не я итак про локи пишу но до нц долго еще,не я итак про лока писать но до нц долго ещё,PRCL NPRO CONJ PREP NOUN VERB CONJ PREP None ADVB PRCL
1341,408921149620637696,обедаю с лучшим волонтером яо года настенька ты умница безумно рад и горд за тебя,обедать с хороший волонтёр яо год настенёк ты умница безумно рад и гордый за ты,VERB PREP ADJF NOUN None NOUN NOUN NPRO NOUN ADVB ADJS CONJ ADJS PREP NPRO
1342,408921151025344512,ничего страшного надеюсь до завтра успеешь,ничто страшный надеяться до завтра успеть,NPRO ADJF VERB PREP ADVB VERB
1343,408921204779540480,рад что малая уже на базе если все будет по плану через месяца я снова туда хотя хз хз хз,рад что малый уже на база если всё быть по план через месяц я снова туда хотя хз хз хз,ADJS CONJ ADJF ADVB PREP NOUN CONJ PRCL VERB PREP NOUN PREP NOUN NPRO ADVB ADVB CONJ None None None
1344,408921206671159296,фу виртуалки бяка никакого удовольствия,фу виртуалка бяка никакой удовольствие,INTJ NOUN NOUN ADJF NOUN
1345,408921207086403584,все последняя я уже второй час собираюсь фильм смотреть,всё последний я уже второй час собираться фильм смотреть,PRCL ADJF NPRO ADVB ADJF NOUN VERB NOUN INFN
1346,408921207359025152,ккк за маргааш нь хэрчсэн гурил дийлэхг й болтлоо миярдаг байж юу гнэ,ккк за маргааш нь хэрчсэн гурил дийлэхг й болтлоо миярдаг байж юу гнэ,None PREP NOUN None NOUN NOUN NOUN None NOUN NOUN NOUN None None
1347,408921208374034432,моя жизнь никогда не будет прежней на физре бегали под сердючку,мой жизнь никогда не быть прежний на физр бегать под сердючка,ADJF NOUN ADVB PRCL VERB ADJF PREP NOUN VERB PREP NOUN
1348,408921262212534272,скиди ты не тупая а это я сто проц если еще будет неправильно то что она у меня списала то мне не жить хотя это даже кулл,скидти ты не тупой а это я сто проц если ещё быть неправильно то что она у я списать то я не жить хотя это даже кулла,VERB NPRO PRCL ADJF CONJ PRCL NPRO NOUN NOUN CONJ PRCL VERB ADVB CONJ CONJ NPRO PREP NPRO VERB CONJ NPRO PRCL INFN CONJ PRCL PRCL NOUN
1349,408921262476378114,думала что же написать и вспомнила по дороге домой я увидела кошку глаза у нее были красные и самое смешное что она была похожа на иноп,думать что же написать и вспомнить по дорога домой я увидеть кошка глаз у она быть красный и самый смешной что она быть похожий на иноп,VERB CONJ PRCL INFN CONJ VERB PREP NOUN ADVB NPRO VERB NOUN NOUN PREP NPRO VERB ADJF CONJ ADJF ADJF CONJ NPRO VERB ADJS PREP NOUN
1350,408921263193980929,в очередной рпз убеждаюсь в том что мужики свиньи поулыбалась женатику просит номер,в очередной рпз убеждаться в тот что мужик свинья поулыбаться женатик просить номер,PREP ADJF None VERB PREP ADJF CONJ NOUN NOUN VERB NOUN VERB NOUN
1351,408921265446342657,готовлю себе на обед японское блюдо сакэна с рисом димашефповар передает привет катяшефповар,готовить себя на обед японский блюдо сакэн с рис димашефповар передавать привет катяшефповар,VERB NPRO PREP NOUN ADJF NOUN NOUN PREP NOUN NOUN VERB INTJ NOUN
1352,408921310396694528,бизнес премия интервью и фотосессии перед началом,бизнес премия интервью и фотосессия перед начало,NOUN NOUN NOUN CONJ NOUN PREP NOUN
1353,408921311017463808,говорят завтра репа по счет бала,говорить завтра репа по счёт бал,VERB ADVB NOUN PREP NOUN NOUN
1354,408921348732624897,раз пять пересмотрел танец самвела аххахх это было круто,раз пять пересмотреть танец самвел аххахха это быть круто,ADVB NUMR VERB NOUN NOUN NOUN PRCL VERB ADVB
1355,408921351135969280,вопросов на экзамен по физике что может быть лучше,вопрос на экзамен по физика что мочь быть хороший,NOUN PREP NOUN PREP NOUN CONJ VERB INFN COMP
1356,408921396472213504,каждое утро представляю как ты просыпашься,каждый утро представлять как ты просыпаться,ADJF NOUN VERB CONJ NPRO VERB
1357,408921397344632832,да пожалуйста леночка желаю тебе новогоднего настроения и много снега за окном,да пожалуйста леночка желать ты новогодний настроение и много снег за окно,PRCL PRCL NOUN VERB NPRO ADJF NOUN CONJ ADVB NOUN PREP NOUN
1358,408921398254776320,не зря я в школе лет училась списывать пригодилось учитесь в школе хорошо а чему сами решайте,не зря я в школа год учиться списывать пригодиться учиться в школа хорошо а что сам решать,PRCL ADVB NPRO PREP NOUN NOUN VERB INFN VERB VERB PREP NOUN ADVB CONJ NPRO ADJF VERB
1359,408921398867136512,на алгебре читали гороскопы на сегодняшний день очень все правдиво,на алгебра читать гороскоп на сегодняшний день очень всё правдивый,PREP NOUN VERB NOUN PREP ADJF NOUN ADVB PRCL ADJS
1360,408921439287660544,о чем ты чаще всего мечтаешь в последнее время о счастливых днях,о чем ты частый всего мечтать в последний время о счастливый день,PREP CONJ NPRO COMP ADVB VERB PREP ADJF NOUN PREP ADJF NOUN
1361,408921442344923136,побольше бы таких уроков английского,большой бы такой урок английский,COMP PRCL ADJF NOUN ADJF
1362,408921483180642305,ну чувааааак я жи сказал что он страшный,ну чувааааак я жи сказать что он страшный,PRCL NOUN NPRO None VERB CONJ NPRO ADJF
1363,408921483847958529,кому борщец украинский да со сметаной украинской,кто борщец украинский да с сметана украинский,NPRO NOUN ADJF PRCL PREP NOUN ADJF
1364,408921484237606912,да вы обе вконтакте мне с разницей в пару минут скинули по записи,да вы оба вконтакте я с разница в пар минута скинуть по запись,PRCL NPRO NUMR NOUN NPRO PREP NOUN PREP NOUN NOUN VERB PREP NOUN
1365,408921484539621376,теперь узнает с кем будет россия играть в группе,теперь узнать с кто быть россия играть в группа,ADVB VERB PREP NPRO VERB NOUN INFN PREP NOUN
1366,408921522003144704,обещала мне ту одна сучка позвонить только начала материть и звоноооок,обещать я тот один сучка позвонить только начало материть и звоноооокий,VERB NPRO ADJF ADJF NOUN INFN ADVB NOUN INFN CONJ ADJS
1367,408921522590736384,хелтэй чихгуй ямар амьтан бэ майк тайсоны нохой гэнээ,хелтэя чихговать ямара амьтан бэ майк тайсон ноха гэнээ,NOUN VERB NOUN NOUN None NOUN NOUN NOUN NOUN
1368,408921523190132736,ну вот и что мне тебе говорить что я даже не знаю что говорить,ну вот и что я ты говорить что я даже не знать что говорить,PRCL PRCL CONJ CONJ NPRO NPRO INFN CONJ NPRO PRCL PRCL VERB CONJ INFN
1369,408921523307966464,есть вариант посимпатичней и помоложе сразу два в одном,есть вариант симпатичный и молодой сразу два в один,INFN NOUN COMP CONJ COMP ADVB NUMR PREP ADJF
1370,408921523605737473,уговариваю маму записаться на фитнес и меня с собой никогда не помешает же,уговаривать мама записаться на фитнес и я с себя никогда не помешать же,VERB NOUN INFN PREP NOUN CONJ NPRO PREP NPRO ADVB PRCL VERB PRCL
1371,408921523689644032,модель бл,модель бл,NOUN None
1372,408921568513765377,рома малая извращенка душик мимими все с тобой понятно все со мной понятно да,рома малый извращенок душик мимими всё с ты понятно всё с я понятно да,NOUN ADJF NOUN NOUN NOUN PRCL PREP NPRO ADVB PRCL PREP NPRO ADVB PRCL
1373,408921568656371712,люблю я вас пельмени мои дорогие,любить я вы пельмень мой дорогой,VERB NPRO NPRO NOUN ADJF ADJF
1374,408921569184866304,унесенная призраками мульт моего детства нужно пересмотреть,унести призрак мульт мой детство нужно пересмотреть,PRTF NOUN NOUN ADJF NOUN PRED INFN
1375,408921570204454912,в этом уж никто не сомневается как тебе в школе с,в это уж никто не сомневаться как ты в школа с,PREP NPRO ADVB NPRO PRCL VERB CONJ NPRO PREP NOUN PREP
1376,408921570481307648,балдею под эту песню,балдеть под этот песня,VERB PREP ADJF NOUN
1377,408921616870277120,елку собирают в парке надо дома начать собирать ахах,ёлка собирать в парка надо дом начать собирать ахи,NOUN VERB PREP NOUN PRED NOUN INFN INFN NOUN
1378,408921650822778880,еще дала прочитать эту скороговорку некоторым одноклассникам также лоханулись,ещё дать прочитать этот скороговорка некоторый одноклассник также лохануться,PRCL VERB INFN ADJF NOUN ADJF NOUN PRCL VERB
1379,408921653704679424,уоу спасииибушки единорогов тебе,уоу спасииибушка единорог ты,None NOUN NOUN NPRO
1380,408921655126540288,на здоровье катюша всего самого наилучшего,на здоровье катюша всего самый хороший,PREP NOUN NOUN ADVB ADJF ADJF
1381,408921696205156352,почему болит о не подыхай или убью тебя сижу смотрю телевизор,почему болеть о не подыхать или убить ты сидеть смотреть телевизор,ADVB VERB PREP PRCL VERB CONJ VERB NPRO VERB VERB NOUN
1382,408921696272650240,в баре на невском просто супер вкусно и интересно рекомендую,в бар на невский просто супер вкусно и интересно рекомендовать,PREP NOUN PREP ADJF PRCL ADJF ADVB CONJ ADVB VERB
1383,408921698948620288,я точно не попаду даже за бесплатно ибо мне еще до москвы ехать а у нас с этим проблемы,я точно не попасть даже за бесплатно ибо я ещё до москва ехать а у мы с это проблема,NPRO ADVB PRCL VERB PRCL PREP ADVB CONJ NPRO PRCL PREP NOUN INFN CONJ PREP NPRO PREP NPRO NOUN
1384,408921699258990592,да щас прям ога размечталась увидишь ты его,да сейчас прям ога размечтаться увидеть ты он,PRCL ADVB PRCL None VERB VERB NPRO NPRO
1385,408921699388645376,ахах ну и как я после него долго отходил,ахи ну и как я после оно долго отходить,NOUN PRCL CONJ CONJ NPRO PREP NPRO ADVB VERB
1386,408921739666923520,ооо я даже не помню в каком году смотрела го последний раз ты онлайн смотришь или,ооо я даже не помнить в какой год смотреть го последний раз ты онлайн смотреть или,NOUN NPRO PRCL PRCL VERB PREP ADJF NOUN VERB NOUN ADJF ADVB NPRO NOUN VERB CONJ
1387,408921741382017024,но как нибудь она присоединится к нам за обедом э,но как нибыть она присоединиться к мы за обед э,CONJ CONJ VERB NPRO VERB PREP NPRO PREP NOUN INTJ
1388,408921742489710592,еду с ашана в маршрутке и думаю как я сейчас с пятака донесу этот огромный пакет что то многовато я купила,еда с ашан в маршрутка и думать как я сейчас с пятак донести этот огромный пакет что то многовато я купить,NOUN PREP NOUN PREP NOUN CONJ VERB CONJ NPRO ADVB PREP NOUN VERB ADJF ADJF NOUN CONJ CONJ ADVB NPRO VERB
1389,408921783341809664,теперь я знаю что читает мои твиты этоважно,теперь я знать что читать мой твит этоважный,ADVB NPRO VERB CONJ VERB ADJF NOUN ADJS
1390,408921784985997312,сасайте у меня даже выход за кулисы был на том концерте бля да у нас вообще каждый день концерты,сасайт у я даже выход за кулиса быть на тот концерт бля да у мы вообще каждый день концерт,NOUN PREP NPRO PRCL NOUN PREP NOUN VERB PREP ADJF NOUN INTJ PRCL PREP NPRO ADVB ADJF NOUN NOUN
1391,408921785950687232,думаю ученые не могут понять куда его мужчинам нацепить у дам все предельно ясно,думать учёный не мочь понять куда он мужчина нацепить у дать всё предельно ясно,VERB NOUN PRCL VERB INFN PRCL NPRO NOUN INFN PREP VERB PRCL ADVB ADVB
1392,408921786252673024,не просто у меня индекс из цифр а ты написала из или в украине индекс из цифр я просто не знаю,не просто у я индекс из цифра а ты написать из или в украина индекс из цифра я просто не знать,PRCL PRCL PREP NPRO NOUN PREP NOUN CONJ NPRO VERB PREP CONJ PREP NOUN NOUN PREP NOUN NPRO PRCL PRCL VERB
1393,408921833338314752,вызывают винчестеры кроули а появляется шерлок ту ту туууууууу,вызывать винчестер кроули а появляться шерлок тот тот туууууууа,VERB NOUN NOUN CONJ VERB NOUN ADJF ADJF NOUN
1394,408921834273644544,аввв спасибо родная,аввва спасибо родной,NOUN INTJ ADJF
1395,408921835682947072,хватит обижаться я ведь скучаю,хватить обижаться я ведь скучать,VERB INFN NPRO PRCL VERB
1396,408921835771002880,близко к правде а не с эльфами ли ну это так просто мысль,близко к правда а не с эльф ли ну это так просто мысль,ADVB PREP NOUN CONJ PRCL PREP NOUN PRCL PRCL PRCL CONJ PRCL NOUN
1397,408921878645207040,а знаете почему у вас нету подарка на новый год потому что вы не послали смс с кодом на номер деда мороза,а знать почему у вы нету подарок на новый год потому что вы не послать смс с код на номер дед мороз,CONJ VERB ADVB PREP NPRO PRED NOUN PREP ADJF NOUN ADVB CONJ NPRO PRCL VERB NOUN PREP NOUN PREP NOUN NOUN NOUN
